# Multipolar energies (kT/lB)
#        R     exact       tot        ii        id        dd        iq    mucorr
   79.0000   -2.3430   -2.3530   -2.1598   -0.0612   -0.0211   -0.1110   -0.2227
   79.2500   -2.4763   -2.4197   -2.0137   -0.2300   -0.0309   -0.1451    0.1501
   79.5000   -2.7566   -2.5809   -2.0599   -0.3152   -0.0268   -0.1790    0.3027
   79.7500   -2.6314   -2.4954   -1.9697   -0.3726   -0.0272   -0.1260    0.3293
   80.0000   -2.3107   -2.3054   -2.0240   -0.2145   -0.0235   -0.0433    0.0082
   80.2500   -2.7017   -2.5627   -2.1040   -0.2824   -0.0277   -0.1486    0.0299
   80.5000   -2.3430   -2.3089   -2.3190    0.0438    0.0173   -0.0510    0.0198
   80.7500   -2.5017   -2.4545   -2.0921   -0.2494    0.0014   -0.1143    0.0934
   81.0000   -2.2688   -2.1826   -1.8751   -0.1725   -0.0490   -0.0860   -0.0159
   81.2500   -2.5079   -2.4477   -2.0001   -0.3139    0.0009   -0.1346   -0.0013
   81.5000   -2.7565   -2.6707   -2.1904   -0.3442   -0.0160   -0.1200    0.1268
   81.7500   -2.4875   -2.4353   -2.1179   -0.2430   -0.0527   -0.0217    0.1439
   82.0000   -2.4645   -2.4193   -2.1948   -0.1654   -0.0062   -0.0530    0.0338
   82.2500   -2.1267   -2.0826   -1.8525   -0.1489   -0.0186   -0.0625    0.0081
   82.5000   -2.3268   -2.2826   -2.1590   -0.0108   -0.0167   -0.0962    0.2098
   82.7500   -2.4063   -2.3380   -2.0345   -0.1754   -0.0177   -0.1103   -0.1088
   83.0000   -2.2012   -2.1165   -1.9822   -0.0922   -0.0117   -0.0303    0.0326
   83.2500   -2.1703   -2.1529   -2.0072   -0.1177   -0.0020   -0.0260   -0.2177
   83.5000   -2.1667   -2.1434   -1.9739   -0.1229   -0.0006   -0.0459    0.0339
   83.7500   -1.9769   -1.9900   -1.8143   -0.1536    0.0057   -0.0278    0.1745
   84.0000   -2.3041   -2.2469   -1.9938   -0.1863   -0.0121   -0.0547    0.1549
   84.2500   -2.1940   -2.1106   -1.8873   -0.1124   -0.0292   -0.0817    0.1442
   84.5000   -2.2694   -2.2662   -2.0660   -0.1488   -0.0239   -0.0275   -0.0376
   84.7500   -2.0473   -2.0179   -1.8597   -0.1291   -0.0215   -0.0076   -0.1511
   85.0000   -2.3150   -2.2449   -1.9767   -0.1648   -0.0213   -0.0820   -0.0646
   85.2500   -2.2473   -2.2087   -1.8843   -0.2226   -0.0374   -0.0644    0.1630
   85.5000   -2.2308   -2.2409   -1.9761   -0.1754    0.0054   -0.0948    0.1355
   85.7500   -2.1126   -2.0994   -2.0991    0.0237   -0.0129   -0.0111    0.1019
   86.0000   -2.4184   -2.3654   -2.0972   -0.1574   -0.0187   -0.0921    0.0881
   86.2500   -2.0623   -2.0525   -1.9966   -0.0628    0.0215   -0.0147    0.0456
   86.5000   -2.2046   -2.1994   -1.9171   -0.2370   -0.0184   -0.0270    0.1828
   86.7500   -2.3103   -2.3084   -2.1902   -0.0659   -0.0098   -0.0424    0.0520
   87.0000   -2.1816   -2.1527   -1.9451   -0.1359   -0.0109   -0.0608    0.1477
   87.2500   -2.2289   -2.2279   -1.9676   -0.1954   -0.0122   -0.0528   -0.0100
   87.5000   -2.0240   -1.9813   -1.7627   -0.1265   -0.0266   -0.0655   -0.0150
   87.7500   -2.0934   -2.0609   -1.9886   -0.0518    0.0070   -0.0274   -0.1532
   88.0000   -2.0175   -2.0092   -1.8447   -0.1207   -0.0132   -0.0307    0.1428
   88.2500   -1.8126   -1.8064   -1.7269   -0.0538   -0.0075   -0.0182   -0.0707
   88.5000   -1.8911   -1.8729   -1.9770    0.1403   -0.0160   -0.0202    0.2119
   88.7500   -1.8355   -1.8147   -1.7199   -0.0624   -0.0310   -0.0014    0.1405
   89.0000   -1.8436   -1.8372   -1.7107   -0.1285   -0.0122    0.0142   -0.1805
   89.2500   -1.9892   -1.9979   -1.9265   -0.0313   -0.0030   -0.0370   -0.0141
   89.5000   -1.8381   -1.8370   -1.7335   -0.0944   -0.0073   -0.0018   -0.0495
   89.7500   -1.9490   -1.9334   -1.8881    0.0004   -0.0178   -0.0279   -0.0271
   90.0000   -1.6384   -1.6325   -1.5590   -0.0704    0.0070   -0.0102   -0.2100
   90.2500   -1.8243   -1.8141   -1.8337    0.0344   -0.0139   -0.0009   -0.0216
   90.5000   -2.0404   -2.0323   -1.8960   -0.0861   -0.0008   -0.0495    0.0830
   90.7500   -1.8156   -1.8025   -1.7680   -0.0574   -0.0009    0.0238   -0.1042
   91.0000   -2.0962   -2.0897   -2.0553   -0.0180   -0.0043   -0.0121   -0.4122
   91.2500   -1.7978   -1.7887   -1.6626   -0.1440    0.0006    0.0173    0.1866
   91.5000   -1.9925   -1.9735   -1.8677   -0.0594   -0.0116   -0.0348    0.0069
   91.7500   -1.9836   -1.9770   -1.8003   -0.0986   -0.0157   -0.0624    0.0017
   92.0000   -1.7872   -1.7928   -1.6556   -0.1110   -0.0151   -0.0111   -0.1441
   92.2500   -1.8763   -1.8539   -1.7703   -0.0696    0.0046   -0.0187    0.0886
   92.5000   -1.9313   -1.9222   -1.7188   -0.1648   -0.0069   -0.0317    0.1188
   92.7500   -1.7747   -1.7721   -1.8188    0.0039    0.0151    0.0278    0.1018
   93.0000   -1.9254   -1.9021   -1.8986    0.0192    0.0091   -0.0318    0.0085
   93.2500   -2.0036   -1.9907   -1.9391   -0.0448   -0.0087    0.0019    0.0838
   93.5000   -1.6902   -1.6901   -1.7161    0.0250    0.0043   -0.0033    0.0331
   93.7500   -1.8281   -1.8244   -1.7337   -0.0635   -0.0202   -0.0069    0.1032
   94.0000   -1.8917   -1.8764   -1.7825   -0.0568   -0.0080   -0.0292   -0.0357
   94.2500   -1.9508   -1.9384   -1.8612   -0.0695   -0.0088    0.0011   -0.0381
   94.5000   -1.7853   -1.7809   -1.7537   -0.0041   -0.0101   -0.0130   -0.1417
   94.7500   -1.6312   -1.6245   -1.5719   -0.0265   -0.0039   -0.0222   -0.0792
   95.0000   -1.5776   -1.5902   -1.5490   -0.0213   -0.0033   -0.0166   -0.2075
   95.2500   -1.7459   -1.7317   -1.6479   -0.0716    0.0012   -0.0133    0.0530
   95.5000   -1.6365   -1.6165   -1.5163   -0.0747   -0.0103   -0.0151    0.1267
   95.7500   -1.7844   -1.7595   -1.5980   -0.1276   -0.0107   -0.0232    0.1540
   96.0000   -1.7936   -1.7981   -1.7039   -0.0598   -0.0044   -0.0300   -0.0461
   96.2500   -1.8210   -1.8197   -1.7897   -0.0114    0.0008   -0.0195    0.0344
   96.5000   -1.6875   -1.6768   -1.7087    0.0479   -0.0019   -0.0142   -0.2357
   96.7500   -1.7734   -1.7642   -1.6676   -0.0702   -0.0165   -0.0099    0.1146
   97.0000   -1.6040   -1.5836   -1.4552   -0.0836    0.0012   -0.0459    0.0699
   97.2500   -1.6949   -1.6946   -1.6416   -0.0516    0.0114   -0.0127   -0.1721
   97.5000   -1.8151   -1.8237   -1.7226   -0.0999    0.0124   -0.0136    0.0877
   97.7500   -1.6311   -1.6211   -1.6226    0.0014    0.0036   -0.0035    0.2720
   98.0000   -1.7633   -1.7595   -1.6548   -0.0853   -0.0044   -0.0149   -0.0339
   98.2500   -1.5594   -1.5499   -1.4938   -0.0328    0.0020   -0.0253   -0.0089
   98.5000   -1.8218   -1.8256   -1.7773   -0.0221   -0.0053   -0.0209    0.1701
   98.7500   -1.6987   -1.6973   -1.6281   -0.0466    0.0111   -0.0337   -0.0100
   99.0000   -1.7937   -1.8020   -1.7666   -0.0216   -0.0054   -0.0084    0.1284
   99.2500   -1.6117   -1.6133   -1.6099   -0.0172    0.0127    0.0011    0.1535
   99.5000   -1.7496   -1.7586   -1.6874   -0.0712   -0.0006    0.0006   -0.1625
   99.7500   -1.7408   -1.7440   -1.6518   -0.0565   -0.0032   -0.0325    0.0776
  100.0000   -1.6350   -1.6349   -1.5877   -0.0166   -0.0107   -0.0198    0.0433
  100.2500   -1.7134   -1.7185   -1.6486   -0.0756    0.0092   -0.0035    0.2235
  100.5000   -1.8574   -1.8591   -1.8102   -0.0416    0.0074   -0.0147    0.0985
  100.7500   -1.6719   -1.6647   -1.6148   -0.0528   -0.0102    0.0132   -0.2508
  101.0000   -1.7720   -1.7600   -1.6193   -0.0874   -0.0171   -0.0361    0.0437
  101.2500   -1.7067   -1.7016   -1.6911   -0.0006    0.0022   -0.0120    0.0914
  101.5000   -1.6349   -1.6396   -1.5856   -0.0518    0.0055   -0.0077   -0.0425
  101.7500   -1.6320   -1.6305   -1.5496   -0.0696    0.0005   -0.0117    0.0555
  102.0000   -1.6984   -1.7110   -1.6731   -0.0286   -0.0027   -0.0065    0.1041
  102.2500   -1.5466   -1.5470   -1.4622   -0.0783   -0.0061   -0.0005    0.0504
  102.5000   -1.6051   -1.6006   -1.5165   -0.0711    0.0021   -0.0151   -0.0911
  102.7500   -1.6970   -1.6815   -1.6158   -0.0278   -0.0115   -0.0264   -0.2996
  103.0000   -1.7030   -1.6986   -1.6742   -0.0257    0.0067   -0.0054   -0.0632
  103.2500   -1.7230   -1.7188   -1.6688   -0.0427    0.0036   -0.0109   -0.0199
  103.5000   -1.5239   -1.5216   -1.4991   -0.0213   -0.0023    0.0011    0.2020
  103.7500   -1.4325   -1.4293   -1.3384   -0.0793   -0.0030   -0.0084   -0.0167
  104.0000   -1.6201   -1.6114   -1.5849   -0.0169    0.0010   -0.0107    0.0536
  104.2500   -1.5042   -1.5064   -1.5142    0.0488   -0.0109   -0.0302    0.0763
  104.5000   -1.6629   -1.6627   -1.5512   -0.1116   -0.0088    0.0089   -0.2417
  104.7500   -1.4622   -1.4580   -1.4610    0.0104   -0.0043   -0.0032   -0.2192
  105.0000   -1.6504   -1.6513   -1.6870    0.0548   -0.0048   -0.0144    0.0189
  105.2500   -1.5789   -1.5727   -1.5557   -0.0019    0.0076   -0.0227    0.0655
  105.5000   -1.5101   -1.5051   -1.5704    0.0662   -0.0091    0.0082    0.0818
  105.7500   -1.5336   -1.5336   -1.5480    0.0044   -0.0040    0.0139   -0.0970
  106.0000   -1.5384   -1.5285   -1.4745   -0.0499    0.0088   -0.0130    0.0606
  106.2500   -1.7805   -1.7760   -1.6478   -0.1215    0.0027   -0.0095   -0.1817
  106.5000   -1.5568   -1.5654   -1.5929    0.0218   -0.0040    0.0097    0.0262
  106.7500   -1.5691   -1.5713   -1.5565    0.0114    0.0036   -0.0298   -0.1371
  107.0000   -1.6105   -1.6129   -1.6629    0.0516    0.0104   -0.0120   -0.1216
  107.2500   -1.5136   -1.5088   -1.5066   -0.0031   -0.0000    0.0011   -0.1575
  107.5000   -1.5601   -1.5547   -1.5468   -0.0058    0.0067   -0.0089   -0.1123
  107.7500   -1.5299   -1.5220   -1.4974   -0.0079   -0.0055   -0.0112    0.2278
  108.0000   -1.7788   -1.7737   -1.7459   -0.0180   -0.0040   -0.0059   -0.0402
  108.2500   -1.5084   -1.5054   -1.5264    0.0071   -0.0027    0.0166   -0.0550
  108.5000   -1.5486   -1.5506   -1.5545    0.0336   -0.0020   -0.0277   -0.2712
  108.7500   -1.5248   -1.5267   -1.4960   -0.0240    0.0007   -0.0074   -0.0754
  109.0000   -1.5633   -1.5685   -1.5660    0.0335   -0.0079   -0.0281    0.1076
  109.2500   -1.7159   -1.7266   -1.7219    0.0077   -0.0020   -0.0104   -0.1087
  109.5000   -1.5556   -1.5652   -1.5389   -0.0220    0.0065   -0.0109   -0.1644
  109.7500   -1.3291   -1.3434   -1.3169   -0.0416    0.0129    0.0022    0.3568
  110.0000   -1.5647   -1.5708   -1.4955   -0.0935    0.0082    0.0100    0.2548
  110.2500   -1.4490   -1.4509   -1.4892    0.0010    0.0084    0.0289    0.2383
  110.5000   -1.4873   -1.4899   -1.4405   -0.0414    0.0004   -0.0083   -0.0289
  110.7500   -1.6428   -1.6460   -1.6805    0.0113    0.0070    0.0162   -0.2292
  111.0000   -1.5269   -1.5310   -1.5364   -0.0116   -0.0012    0.0182   -0.0584
  111.2500   -1.5444   -1.5498   -1.4268   -0.1154    0.0049   -0.0124    0.0253
  111.5000   -1.3655   -1.3633   -1.3723    0.0089   -0.0126    0.0126   -0.0074
  111.7500   -1.5408   -1.5413   -1.5421   -0.0255    0.0044    0.0218   -0.2264
  112.0000   -1.5363   -1.5375   -1.5437    0.0017    0.0012    0.0033   -0.1829
  112.2500   -1.3771   -1.3732   -1.3944    0.0136    0.0085   -0.0009    0.0712
  112.5000   -1.5517   -1.5422   -1.4972   -0.0459   -0.0051    0.0060   -0.1143
  112.7500   -1.2640   -1.2601   -1.2374   -0.0042   -0.0061   -0.0124    0.1274
  113.0000   -1.5746   -1.5704   -1.5489   -0.0493    0.0077    0.0201    0.1366
  113.2500   -1.5150   -1.5239   -1.3864   -0.1439    0.0013    0.0051    0.2410
  113.5000   -1.0861   -1.0831   -1.0796   -0.0013   -0.0056    0.0034   -0.1821
  113.7500   -1.2093   -1.2131   -1.1339   -0.0749   -0.0087    0.0044    0.2189
  114.0000   -1.4952   -1.5006   -1.4650   -0.0534   -0.0056    0.0234   -0.2568
  114.2500   -1.5165   -1.5135   -1.5690    0.0352   -0.0004    0.0208   -0.0393
  114.5000   -1.4838   -1.4983   -1.4702   -0.0588    0.0123    0.0185    0.4960
  114.7500   -1.3410   -1.3510   -1.3735    0.0303    0.0041   -0.0119    0.1989
  115.0000   -1.8722   -1.8885   -1.9214    0.0163   -0.0001    0.0167   -0.1757
  115.2500   -1.1493   -1.1470   -1.1336   -0.0212    0.0008    0.0072   -0.0200
  115.5000   -1.5328   -1.5380   -1.4737   -0.0946   -0.0028    0.0331    0.2286
  115.7500   -1.2041   -1.2011   -1.2614    0.0506    0.0002    0.0094    0.4271
  116.2500   -1.1162   -1.1113   -1.2397    0.1136   -0.0099    0.0248   -0.2985
  116.5000   -1.3999   -1.3994   -1.4186   -0.0101   -0.0003    0.0296   -0.0517
  116.7500   -1.6244   -1.6237   -1.6605    0.0052    0.0024    0.0292    0.3126
  117.0000   -1.3130   -1.3125   -1.3642    0.0426    0.0017    0.0074   -0.1345
  117.2500   -1.0599   -1.0518   -1.1771    0.0859   -0.0012    0.0406    0.4051
  117.5000   -1.4423   -1.4472   -1.3631   -0.1130   -0.0011    0.0301    0.1112
  117.7500   -1.4776   -1.4670   -1.5352    0.0297    0.0016    0.0368   -0.0960
  118.0000   -1.4828   -1.4893   -1.5342    0.0212    0.0055    0.0182    0.4344
  118.2500   -1.3832   -1.3853   -1.4322    0.0059    0.0084    0.0327    0.3238
  118.5000   -1.4103   -1.4176   -1.3123   -0.0983   -0.0162    0.0093    0.1651
  118.7500   -1.3176   -1.3193   -1.3746    0.0400    0.0033    0.0121   -0.2202
  119.0000   -1.3356   -1.3362   -1.3673    0.0240    0.0043    0.0027   -0.1056
  119.2500   -1.2605   -1.2644   -1.2449   -0.0553   -0.0050    0.0408   -0.0082
